"Recording_ID","Genus","Specific_epithet","Subspecies","English_name","Recordist","Country","Locality","Latitude","Longitude","Vocalization_type","Audio_file","License","Url","Quality","Time","Date"
"105703","Vireo","atricapilla","","Black-capped Vireo","Nathan Pieplow","United States","Kerr Wildlife Management Area, Kerr County, Texas","30.0800570464114","-99.5026931757457","excited song","//www.xeno-canto.org/105703/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/105703","A","0600","2008-03-27"
"34845","Vireo","atricapilla","","Black-capped Vireo","Andrew Spencer","United States","near Rocksprings, Edwards Co., Texas","29.7417","-100.3948","song","//www.xeno-canto.org/34845/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34845","A","15:30","2009-05-29"
"34844","Vireo","atricapilla","","Black-capped Vireo","Andrew Spencer","United States","near Rocksprings, Edwards Co., Texas","29.7417","-100.3948","song","//www.xeno-canto.org/34844/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34844","A","15:30","2009-05-29"
"21738","Vireo","atricapilla","","Black-capped Vireo","Chris Parrish","United States","Lost Maples SNA, Bandera County, Texas","29.8242","-99.5845","call, song","//www.xeno-canto.org/21738/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/21738","A","19:40","2008-05-31"
"5562","Vireo","atricapilla","","Black-capped Vireo","Don Jones","United States","Neal's Lodge, Concan, Texas","29.495493","-99.713738","song","//www.xeno-canto.org/5562/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/5562","A","?","1995-05-19"
"334409","Vireo","vicinior","","Grey Vireo","Scott Gravette","United States","Kickapoo Cavern State Park, Texas","29.6183","-100.4509","song","//www.xeno-canto.org/334409/download","//creativecommons.org/licenses/by-sa/4.0/","https://www.xeno-canto.org/334409","A","09:00","2016-04-12"
"460595","Vireo","flavifrons","","Yellow-throated Vireo","Paul Marvin","United States","Lost Maples State Natural Area, Texas","29.8235","-99.5773","song","//www.xeno-canto.org/460595/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/460595","A","09:07","2012-04-09"
"418325","Vireo","flavifrons","","Yellow-throated Vireo","David Sarkozi","United States","Jasper, Jasper County, Texas","30.829","-94.1523","song","//www.xeno-canto.org/418325/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/418325","A","10:54","2018-05-31"
"34592","Vireo","plumbeus","","Plumbeous Vireo","Andrew Spencer","United States","Guadalupe Mountains National Park, Culberson Co., Texas","31.912536","-104.878922","song","//www.xeno-canto.org/34592/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34592","A","11:00","2009-05-15"
"297041","Vireo","huttoni","","Hutton's Vireo","Paul Marvin","United States","Laguna Meadows Trail, Big Bend National Park, Brewster Co., Texas","29.2512","-103.3098","song","//www.xeno-canto.org/297041/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/297041","A","10:54","2011-06-22"
"70993","Vireo","huttoni","","Hutton's Vireo","Mary Beth Stowe","United States","Lost Maples SNA, Bandera County, Texas","29.8242","-99.5845","Song","//www.xeno-canto.org/70993/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/70993","A","?","2010-04-00"
"418308","Vireo","olivaceus","","Red-eyed Vireo","David Sarkozi","United States","Jasper, Jasper County, Texas","30.8182","-94.1537","song","//www.xeno-canto.org/418308/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/418308","A","08:23","2018-05-31"
"141538","Vireo","olivaceus","","Red-eyed Vireo","Mike Nelson","United States","Lost Maples State Park, Bandera County, Texas","29.8168","-99.5767","song","//www.xeno-canto.org/141538/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/141538","A","11:30","2013-06-28"
"149652","Vireo","flavoviridis","","Yellow-green Vireo","Paul Marvin","United States","Sabal Palm Sanctuary, Cameron, Texas","25.8506","-97.4202","song","//www.xeno-canto.org/149652/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/149652","A","12:00","2011-06-25"
"149651","Vireo","flavoviridis","","Yellow-green Vireo","Paul Marvin","United States","Sabal Palm Sanctuary, Cameron, Texas","25.8506","-97.4202","song","//www.xeno-canto.org/149651/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/149651","A","11:53","2011-06-25"
"382356","Cyanocitta","cristata","","Blue Jay","Kent Livezey","United States","Texas (near  Houston), Harris County, Texas","29.6884","-95.4228","song","//www.xeno-canto.org/382356/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/382356","A","06:52","2017-07-15"
"382347","Cyanocitta","cristata","","Blue Jay","Kent Livezey","United States","Texas (near  Houston), Harris County, Texas","29.6884","-95.4228","song","//www.xeno-canto.org/382347/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/382347","A","07:00","2017-07-15"
"165770","Aphelocoma","wollweberi","couchii","Mexican Jay","Tayler Brooks","United States","Boot Springs Trail, Big Bend National Park, Brewster Co., Texas","29.242","-103.3034","whisper song","//www.xeno-canto.org/165770/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/165770","A","12:30","2013-04-14"
"404703","Baeolophus","atricristatus","","Black-crested Titmouse","Jacob R. Saucier","United States","Texas: Kinney County; 5.3 km SE of Brackettville, Tim Ward Ranch","29.2834","-100.3724","male, song","//www.xeno-canto.org/404703/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/404703","A","07:00","2015-05-03"
"278591","Baeolophus","atricristatus","","Black-crested Titmouse","Paul Marvin","United States","Santa Ana National Wildlife Refuge, Texas","26.0737","-98.1442","call, song","//www.xeno-canto.org/278591/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/278591","A","12:20","2015-05-11"
"147281","Baeolophus","atricristatus","","Black-crested Titmouse","Paul Marvin","United States","Santa Ana National Wildlife Refuge, Texas","26.0737","-98.1442","call, song","//www.xeno-canto.org/147281/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/147281","A","07:20","2013-04-12"
"147279","Baeolophus","atricristatus","","Black-crested Titmouse","Paul Marvin","United States","Santa Ana National Wildlife Refuge, Texas","26.0737","-98.1442","song","//www.xeno-canto.org/147279/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/147279","A","07:22","2013-04-12"
"122454","Baeolophus","atricristatus","","Black-crested Titmouse","Chris Harrison","United States","Kreutzberg Canyon Natural Area, Boerne, Kendall, Texas","29.8973","-98.6427","song","//www.xeno-canto.org/122454/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/122454","A","11:23","2012-03-14"
"109406","Baeolophus","atricristatus","","Black-crested Titmouse","Paul Marvin","United States","Chisos Basin, Big Bend National Park, Brewster Co., Texas","29.2723","-103.2934","call, song","//www.xeno-canto.org/109406/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/109406","A","09:19","2011-06-18"
"34319","Baeolophus","atricristatus","","Black-crested Titmouse","Andrew Spencer","United States","Boot Springs Trail, Big Bend National Park, Brewster Co., Texas","29.242","-103.3034","song","//www.xeno-canto.org/34319/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34319","A","10:00","2009-05-18"
"34318","Baeolophus","atricristatus","","Black-crested Titmouse","Andrew Spencer","United States","Laguna Meadows Trail, Big Bend National Park, Brewster Co., Texas","29.2512","-103.3098","song","//www.xeno-canto.org/34318/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34318","A","09:00","2009-05-18"
"34317","Baeolophus","atricristatus","","Black-crested Titmouse","Andrew Spencer","United States","Laguna Meadows Trail, Big Bend National Park, Brewster Co., Texas","29.2512","-103.3098","song","//www.xeno-canto.org/34317/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34317","A","07:30","2009-05-18"
"34259","Baeolophus","atricristatus","","Black-crested Titmouse","Andrew Spencer","United States","Laguna Meadows Trail, Big Bend National Park, Brewster Co., Texas","29.2512","-103.3098","song","//www.xeno-canto.org/34259/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34259","A","08:50","2009-05-18"
"21967","Baeolophus","atricristatus","","Black-crested Titmouse","Chris Parrish","United States","Welder Wildlife Refuge, San Patricio County, Texas","28.1137","-97.4228","call, song","//www.xeno-canto.org/21967/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/21967","A","08:29","2008-05-31"
"21966","Baeolophus","atricristatus","","Black-crested Titmouse","Chris Parrish","United States","Welder Wildlife Refuge, San Patricio County, Texas","28.1137","-97.4228","call, song","//www.xeno-canto.org/21966/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/21966","A","08:25","2008-05-31"
"452616","Poecile","carolinensis","","Carolina Chickadee","Paul Marvin","United States","Attwater Prairie Chicken NWR, Colorado County, Texas","29.6689","-96.2668","call, song","//www.xeno-canto.org/452616/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/452616","A","09:15","2018-02-18"
"123410","Poecile","carolinensis","","Carolina Chickadee","Chris Harrison","United States","Guadalupe River State Park, Comal, Texas","29.8744","-98.4862","song","//www.xeno-canto.org/123410/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/123410","A","10:40","2013-03-02"
"112633","Poecile","carolinensis","","Carolina Chickadee","Chris Harrison","United States","South Llano River State Park, Junction, Kimble, Texas","30.4487","-99.812","call, song","//www.xeno-canto.org/112633/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/112633","A","19:30","2011-03-15"
"57321","Poecile","carolinensis","agilis","Carolina Chickadee","Chuck Davis","United States","La Porte, Texas","29.649","-95.014","Song","//www.xeno-canto.org/57321/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/57321","A","06:25 CDT","2010-07-07"
"141346","Hirundo","rustica","erythrogaster","Barn Swallow","Mike Nelson","United States","Kerr Wildlife Management Area, Kerr County, Texas","30.0801","-99.5027","call, song","//www.xeno-canto.org/141346/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/141346","A","06:00","2013-06-27"
"34112","Petrochelidon","fulva","pallida","Cave Swallow","Andrew Spencer","United States","Culberson County, Texas","31.339563","-104.518433","song","//www.xeno-canto.org/34112/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34112","A","20:00","2009-05-14"
"285491","Campylorhynchus","brunneicapillus","","Cactus Wren","Paul Marvin","United States","Falcon County Park (near Falcon State Park), Starr Co, Texas","26.5647","-99.1269","song","//www.xeno-canto.org/285491/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/285491","A","16:54","2015-05-10"
"176253","Campylorhynchus","brunneicapillus","","Cactus Wren","Ted Floyd","United States","Riviera, Kleberg County, Texas","27.3215","-97.7164","song","//www.xeno-canto.org/176253/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/176253","A","09:55","2014-04-26"
"34257","Campylorhynchus","brunneicapillus","couesi","Cactus Wren","Andrew Spencer","United States","Blue Creek, Big Bend Naitonal Park, Brewster Co., Texas","29.2164","-103.3587","call, song","//www.xeno-canto.org/34257/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34257","A","07:50","2009-05-17"
"34255","Campylorhynchus","brunneicapillus","couesi","Cactus Wren","Andrew Spencer","United States","Blue Creek, Big Bend Naitonal Park, Brewster Co., Texas","29.2164","-103.3587","call, song","//www.xeno-canto.org/34255/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34255","A","07:50","2009-05-17"
"404748","Catherpes","mexicanus","","Canyon Wren","Jacob R. Saucier","United States","Texas: Kinney County; 26.1 km NE Brackettville, Miguel Canyon","29.4758","-100.2272","song","//www.xeno-canto.org/404748/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/404748","A","07:30","2015-05-09"
"141459","Catherpes","mexicanus","","Canyon Wren","Mike Nelson","United States","Lost Maples State Park, Bandera County, Texas","29.8168","-99.5767","begging call, song","//www.xeno-canto.org/141459/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/141459","A","12:30","2013-06-28"
"123291","Catherpes","mexicanus","","Canyon Wren","Chris Harrison","United States","Leakey, Real, Texas","29.7525","-99.8576","call, song","//www.xeno-canto.org/123291/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/123291","A","20:38","2011-07-19"
"122449","Catherpes","mexicanus","","Canyon Wren","Chris Harrison","United States","Kreutzberg Canyon Natural Area, Boerne, Kendall, Texas","29.8999","-98.6416","song","//www.xeno-canto.org/122449/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/122449","A","12:15","2012-03-14"
"477399","Cistothorus","stellaris","","Sedge Wren","Alexander Ramsey","United States","San Angelo, Tom Green County, Texas","31.5411","-100.555","song","//www.xeno-canto.org/477399/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/477399","A","20:30","2019-04-20"
"236687","Cistothorus","stellaris","","Sedge Wren","David Sarkozi","United States","Anahuac National Wildlife Refuge Chambers County, Texas","29.6005","-94.5277","song","//www.xeno-canto.org/236687/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/236687","A","11:00","2015-04-18"
"416447","Cistothorus","palustris","","Marsh Wren","David Sarkozi","United States","Anahuac, Chambers County, Texas","29.5839","-94.5218","song","//www.xeno-canto.org/416447/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/416447","A","12:16:30","2018-05-21"
"296660","Thryomanes","bewickii","","Bewick's Wren","Laura Gooch","United States","Big Bend National Park, Chisos Mountains, Boot Springs, Brewster County, Texas","29.2416","-103.2971","song","//www.xeno-canto.org/296660/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/296660","A","11:06","2015-04-21"
"217913","Thryomanes","bewickii","","Bewick's Wren","Paul Marvin","United States","Kickapoo Cavern State Park, Texas","29.6183","-100.4509","call, song","//www.xeno-canto.org/217913/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/217913","A","09:02","2012-04-08"
"217911","Thryomanes","bewickii","","Bewick's Wren","Paul Marvin","United States","Davis Mountains State Park, Jeff Davis Co, Texas","30.5965","-103.9334","call, song","//www.xeno-canto.org/217911/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/217911","A","09:27","2012-04-05"
"217858","Thryomanes","bewickii","","Bewick's Wren","Paul Marvin","United States","Laguna Meadows Trail, Big Bend National Park, Brewster Co., Texas","29.2512","-103.3098","song","//www.xeno-canto.org/217858/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/217858","A","13:49","2011-06-22"
"217854","Thryomanes","bewickii","","Bewick's Wren","Paul Marvin","United States","Laguna Meadows Trail, Big Bend National Park, Brewster Co., Texas","29.2512","-103.3098","call, song","//www.xeno-canto.org/217854/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/217854","A","08:16","2011-06-18"
"217853","Thryomanes","bewickii","","Bewick's Wren","Paul Marvin","United States","Laguna Meadows Trail, Big Bend National Park, Brewster Co., Texas","29.2512","-103.3098","song","//www.xeno-canto.org/217853/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/217853","A","10:49","2012-04-07"
"217851","Thryomanes","bewickii","","Bewick's Wren","Paul Marvin","United States","Laguna Meadows Trail, Big Bend National Park, Brewster Co., Texas","29.2512","-103.3098","song","//www.xeno-canto.org/217851/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/217851","A","09:22","2012-04-07"
"123370","Thryomanes","bewickii","cryptus","Bewick's Wren","Chris Harrison","United States","South Llano River State Park, Junction, Kimble, Texas","30.4431","-99.8042","song","//www.xeno-canto.org/123370/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/123370","A","18:30","2011-03-15"
"122453","Thryomanes","bewickii","cryptus","Bewick's Wren","Chris Harrison","United States","Friedrich Park, San Antonio, Bexar, Texas","29.6374","-98.6288","song","//www.xeno-canto.org/122453/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/122453","A","15:17","2012-05-04"
"109397","Thryomanes","bewickii","","Bewick's Wren","Paul Marvin","United States","Chisos Basin, Big Bend National Park, Brewster Co., Texas","29.2723","-103.2934","call, song","//www.xeno-canto.org/109397/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/109397","A","08:16","2011-06-18"
"452779","Thryothorus","ludovicianus","","Carolina Wren","Paul Marvin","United States","Estero Llano Grande SP, Weslaco, Hidalgo County, Texas","26.1253","-97.9532","call, song","//www.xeno-canto.org/452779/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/452779","A","07:01","2017-12-17"
"404722","Thryothorus","ludovicianus","","Carolina Wren","Jacob R. Saucier","United States","Texas: Kinney County; Brackettville, Fort Clark","29.3056","-100.4212","song","//www.xeno-canto.org/404722/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/404722","A","08:00","2015-05-04"
"287906","Thryothorus","ludovicianus","ludovicianus","Carolina Wren","Eric Hough","United States","Brazos Bend State Park, Fort Bend County, Texas","29.3711","-95.6279","male, song","//www.xeno-canto.org/287906/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/287906","A","13:00","2013-01-06"
"210728","Thryothorus","ludovicianus","","Carolina Wren","Robert Benson","United States","Singleton, Grimes County, Texas","30.6521","-95.9586","song","//www.xeno-canto.org/210728/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/210728","A","09:00","1990-03-24"
"141460","Thryothorus","ludovicianus","","Carolina Wren","Mike Nelson","United States","Warbler Vista, Balcones Canyonlands NWR, Williamson County, Texas","30.506","-97.9796","begging call, song","//www.xeno-canto.org/141460/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/141460","A","09:30","2013-06-27"
"124068","Thryothorus","ludovicianus","","Carolina Wren","Chris Harrison","United States","Palmetto State Park, Gonzales, Texas","29.5892","-97.5841","song","//www.xeno-canto.org/124068/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/124068","A","18:05","2012-01-29"
"123347","Thryothorus","ludovicianus","","Carolina Wren","Chris Harrison","United States","Northwest Vista College, San Antonio, Bexar, Texas","29.4748","-98.7058","song","//www.xeno-canto.org/123347/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/123347","A","12:30","2011-03-13"
"122452","Thryothorus","ludovicianus","","Carolina Wren","Chris Harrison","United States","Palmetto State Park, Gonzales, Texas","29.5892","-97.5841","song","//www.xeno-canto.org/122452/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/122452","A","19:05","2012-08-05"
"56229","Thryothorus","ludovicianus","ludovicianus","Carolina Wren","Chuck Davis","United States","La Porte, Texas","29.649","-95.014","Song","//www.xeno-canto.org/56229/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/56229","A","06:56 CDT","2010-06-05"
"56157","Thryothorus","ludovicianus","ludovicianus","Carolina Wren","Chuck Davis","United States","La Porte, Texas","29.649","-95.014","Song","//www.xeno-canto.org/56157/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/56157","A","08:22 CDT","2010-05-20"
"56154","Thryothorus","ludovicianus","ludovicianus","Carolina Wren","Chuck Davis","United States","La Porte, Texas","29.649","-95.014","Song","//www.xeno-canto.org/56154/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/56154","A","15:13 CDT","2010-05-20"
"34803","Thryothorus","ludovicianus","lomitensis","Carolina Wren","Andrew Spencer","United States","Rio Grande Village, Big Bend National Park, Brewster Co., Texas","29.1823","-102.9595","song","//www.xeno-canto.org/34803/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34803","A","14:00","2009-05-18"
"302322","Polioptila","caerulea","","Blue-grey Gnatcatcher","Dan Lane","United States","Santa Ana NWR, Texas","26.0834","-98.1334","call, song","//www.xeno-canto.org/302322/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/302322","A","13:00","2016-02-02"
"144069","Polioptila","caerulea","obscura","Blue-grey Gnatcatcher","Andrew Spencer","United States","Blue Creek, Big Bend Naitonal Park, Brewster Co., Texas","29.2164","-103.3587","song","//www.xeno-canto.org/144069/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/144069","A","10:30","2013-04-13"
"34809","Polioptila","caerulea","amoenissima","Blue-grey Gnatcatcher","Andrew Spencer","United States","Blue Creek, Big Bend Naitonal Park, Brewster Co., Texas","29.2164","-103.3587","call, song","//www.xeno-canto.org/34809/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34809","A","08:20","2009-05-17"
"179353","Mimus","polyglottos","","Northern Mockingbird","Richard Dunn","United States","Anahuac, Chambers County, Texas","29.6762","-94.4335","song","//www.xeno-canto.org/179353/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/179353","A","08:00","2014-04-14"
"179352","Mimus","polyglottos","","Northern Mockingbird","Richard Dunn","United States","Anahuac, Chambers County, Texas","29.6762","-94.4335","song","//www.xeno-canto.org/179352/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/179352","A","08:00","2014-04-14"
"179351","Mimus","polyglottos","","Northern Mockingbird","Richard Dunn","United States","Anahuac, Chambers County, Texas","29.6762","-94.4335","song","//www.xeno-canto.org/179351/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/179351","A","08:00","2014-04-14"
"34576","Mimus","polyglottos","","Northern Mockingbird","Andrew Spencer","United States","Rio Grande Village, Big Bend National Park, Brewster Co., Texas","29.1823","-102.9595","song","//www.xeno-canto.org/34576/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34576","A","14:00","2009-05-18"
"429240","Toxostoma","longirostre","","Long-billed Thrasher","Brian Henderson","United States","Laguna Atascosa NWR - Kiskadee Trail, Cameron County, Texas","26.2291","-97.3479","song","//www.xeno-canto.org/429240/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/429240","A","15:15","2016-04-04"
"368455","Toxostoma","longirostre","","Long-billed Thrasher","Dan Lane","United States","Edinburg, Hidalgo, Texas","26.5553","-98.068","song","//www.xeno-canto.org/368455/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/368455","A","08:00","2017-04-26"
"285310","Toxostoma","longirostre","","Long-billed Thrasher","Paul Marvin","United States","Santa Ana National Wildlife Refuge, Texas","26.0737","-98.1442","song","//www.xeno-canto.org/285310/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/285310","A","12:43","2015-05-12"
"175926","Toxostoma","longirostre","","Long-billed Thrasher","Ted Floyd","United States","Three Rivers, Live Oak County, Texas","28.4732","-98.2555","song","//www.xeno-canto.org/175926/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/175926","A","08:49","2014-04-23"
"147363","Toxostoma","longirostre","","Long-billed Thrasher","Paul Marvin","United States","Bentsen-Rio Grande SP, Texas","26.1762","-98.3862","call, song","//www.xeno-canto.org/147363/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/147363","A","07:13","2012-04-11"
"133492","Toxostoma","longirostre","","Long-billed Thrasher","Andrew Spencer","United States","Laguna Atascosa NWR, Cameron Co., Texas","26.2159","-97.3406","call, song","//www.xeno-canto.org/133492/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/133492","A","07:05","2012-04-17"
"133491","Toxostoma","longirostre","","Long-billed Thrasher","Andrew Spencer","United States","Laguna Atascosa NWR, Cameron Co., Texas","26.2159","-97.3406","call, song","//www.xeno-canto.org/133491/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/133491","A","07:05","2012-04-17"
"133478","Toxostoma","longirostre","","Long-billed Thrasher","Andrew Spencer","United States","Laguna Atascosa NWR, Cameron Co., Texas","26.2159","-97.3406","call, song","//www.xeno-canto.org/133478/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/133478","A","07:05","2012-04-17"
"133475","Toxostoma","longirostre","","Long-billed Thrasher","Andrew Spencer","United States","Laguna Atascosa NWR, Cameron Co., Texas","26.2159","-97.3406","song","//www.xeno-canto.org/133475/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/133475","A","07:15","2012-04-17"
"124066","Toxostoma","longirostre","","Long-billed Thrasher","Chris Harrison","United States","Llano Estero Grande State Park, Weslaco, Hidalgo, Texas","26.1253","-97.9532","song","//www.xeno-canto.org/124066/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/124066","A","21:13","2010-05-31"
"21657","Toxostoma","longirostre","","Long-billed Thrasher","Chris Parrish","United States","Welder Wildlife Refuge, San Patricio County, Texas","28.1137","-97.4228","song","//www.xeno-canto.org/21657/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/21657","A","10:22","2008-05-29"
"21656","Toxostoma","longirostre","","Long-billed Thrasher","Chris Parrish","United States","Welder Wildlife Refuge, San Patricio County, Texas","28.1137","-97.4228","song","//www.xeno-canto.org/21656/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/21656","A","10:16","2008-05-29"
"368460","Toxostoma","curvirostre","oberholseri","Curve-billed Thrasher","Dan Lane","United States","Edinburg, Hidalgo, Texas","26.5553","-98.068","song","//www.xeno-canto.org/368460/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/368460","A","08:30","2017-04-26"
"34575","Toxostoma","crissale","","Crissal Thrasher","Andrew Spencer","United States","Boot Springs Trail, Big Bend National Park, Brewster Co., Texas","29.242","-103.3034","song","//www.xeno-canto.org/34575/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34575","A","08:00","2009-05-18"
"277329","Turdus","grayi","","Clay-colored Thrush","Paul Marvin","United States","Santa Ana National Wildlife Refuge, Texas","26.0737","-98.1442","song","//www.xeno-canto.org/277329/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/277329","A","15:35","2015-05-12"
"277327","Turdus","grayi","","Clay-colored Thrush","Paul Marvin","United States","Santa Ana National Wildlife Refuge, Texas","26.0737","-98.1442","song","//www.xeno-canto.org/277327/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/277327","A","15:11","2015-05-12"
"277046","Turdus","grayi","","Clay-colored Thrush","Paul Marvin","United States","San Ygnacio, Zapata Co, Texas","27.0446","-99.4449","song","//www.xeno-canto.org/277046/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/277046","A","06:50","2015-05-11"
